"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"TOMM20.2",6.71651681862561e-31,-0.432374818375851,0.341,0.692,2.45831232078516e-26,"7","TOMM20"
"COTL1.5",8.43811951046587e-31,-0.687013949306312,0.345,0.649,3.08843612202561e-26,"7","COTL1"
"GTF3A",9.78220401699854e-31,-0.425920415304124,0.193,0.505,3.58038449226164e-26,"7","GTF3A"
"TRMT112.4",9.95755197238852e-31,-0.446386137759369,0.138,0.413,3.64456359741392e-26,"7","TRMT112"
"UQCRQ.1",1.17501251400138e-30,-0.418533361303896,0.124,0.396,4.30066330249643e-26,"7","UQCRQ"
"FLT3LG.4",1.20037612375621e-30,-0.550427519089835,0.24,0.541,4.39349665056012e-26,"7","FLT3LG"
"MAML2.2",1.57147198898031e-30,1.03521333161455,0.557,0.477,5.75174462686683e-26,"7","MAML2"
"C17orf49.2",2.25424876791262e-30,-0.498691957150172,0.091,0.34,8.25077591543699e-26,"7","C17orf49"
"S100A11.5",2.37626569882224e-30,-0.566117831073254,0.099,0.349,8.69737008425929e-26,"7","S100A11"
"CD48.1",2.47375553482329e-30,-0.424961151964594,0.514,0.845,9.05419263300673e-26,"7","CD48"
"SNRPG.2",2.99300991566072e-30,-0.381950329156189,0.152,0.436,1.09547155923098e-25,"7","SNRPG"
"AREG.5",4.53907936602484e-30,-0.773539176065326,0.064,0.288,1.66134843875875e-25,"7","AREG"
"SLC25A3.1",4.71757897806719e-30,-0.426020994036122,0.359,0.705,1.72668108176237e-25,"7","SLC25A3"
"RICTOR",5.13548537469384e-30,0.976277809045319,0.385,0.248,1.87963900199169e-25,"7","RICTOR"
"NOSIP.6",5.20013889732855e-30,-0.44836528446719,0.376,0.713,1.90330283781122e-25,"7","NOSIP"
"ITGAL.3",5.54481108192904e-30,1.01070909927693,0.441,0.311,2.02945630409685e-25,"7","ITGAL"
"EID1.3",5.74943528253561e-30,-0.41010079880679,0.221,0.533,2.10435080776086e-25,"7","EID1"
"TPI1.4",5.94620578849886e-30,-0.459255089143822,0.218,0.524,2.17637078064847e-25,"7","TPI1"
"ERP29",6.66416715867637e-30,-0.380480507502763,0.375,0.737,2.43915182174714e-25,"7","ERP29"
"IER2.7",7.8180056024588e-30,-0.668116033504289,0.402,0.711,2.86146823055594e-25,"7","IER2"
"CYCS.4",8.0067878176452e-30,-0.437038591137965,0.167,0.457,2.93056440913632e-25,"7","CYCS"
"ARF6.3",8.91592858943317e-30,-0.374494685144709,0.22,0.534,3.26331902301843e-25,"7","ARF6"
"ARHGAP15.3",8.98209621195621e-30,0.939007219141048,0.601,0.557,3.28753703453809e-25,"7","ARHGAP15"
"SS18L2",9.30538592976027e-30,-0.428567114757383,0.061,0.291,3.40586430415156e-25,"7","SS18L2"
"NSMCE3.5",1.1377042547283e-29,-0.424234155497557,0.155,0.434,4.16411134273105e-25,"7","NSMCE3"
"SLFN5.3",1.35168615474878e-29,1.14340508921335,0.5,0.391,4.947306494996e-25,"7","SLFN5"
"RBIS",1.42852819676382e-29,-0.413592350271378,0.153,0.434,5.22855605297526e-25,"7","RBIS"
"SELENOH.4",1.88243710714773e-29,-0.429224058706606,0.225,0.539,6.88990805587142e-25,"7","SELENOH"
"SPG7.2",2.0878045749358e-29,1.00039599379524,0.389,0.257,7.64157352472253e-25,"7","SPG7"
"SYF2",2.43870395789736e-29,-0.367225556378017,0.186,0.482,8.92590035630014e-25,"7","SYF2"
"HMGA1.1",3.11517862788323e-29,-0.398417576375606,0.125,0.394,1.14018652959154e-24,"7","HMGA1"
"PCBP1.3",3.30235851949728e-29,-0.423671322632508,0.301,0.629,1.2086962417212e-24,"7","PCBP1"
"GARS-DT",3.39487621644855e-29,0.727578954344593,0.214,0.092,1.24255864398233e-24,"7","GARS-DT"
"DOCK8.3",4.22030729772477e-29,0.929018664581533,0.484,0.373,1.54467467404024e-24,"7","DOCK8"
"GOLGA8B.1",4.92864304397865e-29,0.960855666708307,0.409,0.284,1.80393264052662e-24,"7","GOLGA8B"
"MT2A.2",5.22809660010799e-29,-0.641008464980596,0.068,0.29,1.91353563660552e-24,"7","MT2A"
"TUBA1B.2",5.73901430364734e-29,-0.463280949824889,0.312,0.641,2.10053662527796e-24,"7","TUBA1B"
"TNFAIP3.6",6.06923872554882e-29,-0.568221755893751,0.545,0.776,2.22140206593812e-24,"7","TNFAIP3"
"TOMM5",6.36856854848045e-29,-0.3987919891665,0.105,0.355,2.33095977442933e-24,"7","TOMM5"
"TGOLN2.2",6.68266626819087e-29,0.911523612904469,0.564,0.501,2.44592268082054e-24,"7","TGOLN2"
"EIF4A1.3",9.1034288927308e-29,-0.431382970896406,0.416,0.751,3.3319460090284e-24,"7","EIF4A1"
"GABARAPL2.1",9.61989338344538e-29,-0.349236912728172,0.117,0.38,3.52097717727484e-24,"7","GABARAPL2"
"FKBP1A.3",1.23406013401125e-28,-0.438076777490781,0.159,0.428,4.51678349649456e-24,"7","FKBP1A"
"EIF3I.1",1.29260371754067e-28,-0.414011302779704,0.138,0.408,4.7310588665706e-24,"7","EIF3I"
"SELENOW.1",1.57875712859948e-28,-0.401313253185734,0.216,0.522,5.77840896638697e-24,"7","SELENOW"
"TGFBR2.5",1.71372951149666e-28,0.905906680196573,0.603,0.553,6.27242138502893e-24,"7","TGFBR2"
"ATP6V1F.1",1.78174169864178e-28,-0.403250425576771,0.092,0.333,6.52135279119877e-24,"7","ATP6V1F"
"SNHG16.1",1.82599108269552e-28,-0.411956211959747,0.096,0.342,6.68330996177386e-24,"7","SNHG16"
"SNHG14.1",1.92136950114144e-28,0.953216238118716,0.263,0.132,7.0324045111278e-24,"7","SNHG14"
"ITK.1",2.4836197422774e-28,0.902540386497647,0.61,0.565,9.09029661870953e-24,"7","ITK"
"TRIM73",2.6141985726477e-28,0.740321729337252,0.195,0.08,9.56822819574785e-24,"7","TRIM73"
"IL6R.3",3.48539952523359e-28,1.05078763650541,0.451,0.338,1.27569108023075e-23,"7","IL6R"
"SLC16A7.1",3.61007459563025e-28,1.06811934869877,0.38,0.252,1.32132340274663e-23,"7","SLC16A7"
"POMP.1",3.74893736828759e-28,-0.4330506983348,0.105,0.347,1.37214856616694e-23,"7","POMP"
"JTB",4.98092327341521e-28,-0.347615959361984,0.24,0.554,1.8230677273027e-23,"7","JTB"
"MARCH6.1",5.18723671425652e-28,0.972656401389143,0.383,0.256,1.89858050978503e-23,"7","MARCH6"
"SIVA1",6.28414339519742e-28,-0.388741092915603,0.132,0.395,2.30005932407621e-23,"7","SIVA1"
"RNASEK.3",6.49147660943566e-28,-0.379721735519374,0.371,0.698,2.37594535381955e-23,"7","RNASEK"
"ATP6V0C.1",7.30300918212047e-28,-0.334408370098533,0.291,0.637,2.67297439074791e-23,"7","ATP6V0C"
"MRPL33",8.05151608398859e-28,-0.385146782925071,0.08,0.315,2.94693540190066e-23,"7","MRPL33"
"BANF1.4",8.09510259748613e-28,-0.424573892232176,0.08,0.314,2.9628885017059e-23,"7","BANF1"
"ARID1B",8.80331140367658e-28,1.06388392458998,0.43,0.317,3.22210000685966e-23,"7","ARID1B"
"BCAS2.4",8.88323123396259e-28,-0.410295552458536,0.155,0.42,3.25135146394265e-23,"7","BCAS2"
"PGAM1.5",8.93820740976827e-28,-0.457663806496651,0.16,0.433,3.27147329404928e-23,"7","PGAM1"
"IGBP1",9.57189657583626e-28,-0.413520050251935,0.166,0.444,3.50340986572183e-23,"7","IGBP1"
"TTC14",1.05108439743746e-27,0.926857163943073,0.425,0.305,3.84707400306085e-23,"7","TTC14"
"CLIC1.6",1.08171954148188e-27,-0.467674785981356,0.214,0.493,3.95920169377782e-23,"7","CLIC1"
"IGF2R",1.54779822542464e-27,0.943882599431503,0.354,0.221,5.66509628487673e-23,"7","IGF2R"
"OGA.2",1.66617107134476e-27,0.938093157756116,0.488,0.39,6.09835273822896e-23,"7","OGA"
"IMP3",1.75324022773323e-27,-0.30599761502486,0.127,0.391,6.41703455752638e-23,"7","IMP3"
"ARHGEF1",2.07497180391545e-27,0.736046151413029,0.7,0.726,7.59460429951093e-23,"7","ARHGEF1"
"NFAT5.2",2.13773330744252e-27,0.868855101438505,0.317,0.185,7.82431767857037e-23,"7","NFAT5"
"NDUFA12.1",2.52946291387424e-27,-0.401962929694683,0.098,0.336,9.25808721107111e-23,"7","NDUFA12"
"TUBB.3",2.83746535072749e-27,-0.418151185525339,0.291,0.611,1.03854069301977e-22,"7","TUBB"
"ABHD17A.1",3.41734663548284e-27,-0.360322001813755,0.23,0.536,1.25078304205307e-22,"7","ABHD17A"
"ERH.2",3.65830027525028e-27,-0.397528915151706,0.143,0.408,1.33897448374435e-22,"7","ERH"
"CAPNS1.1",3.75555953661176e-27,-0.375983564549443,0.115,0.364,1.37457234599527e-22,"7","CAPNS1"
"NDUFC2.2",3.80975539031211e-27,-0.368769892836777,0.141,0.401,1.39440857040814e-22,"7","NDUFC2"
"CLEC2D.4",4.57953131149136e-27,0.909811123949145,0.571,0.515,1.67615425531895e-22,"7","CLEC2D"
"ZFP36L2.6",4.89579072692864e-27,-0.526204598786264,0.826,0.96,1.79190836396315e-22,"7","ZFP36L2"
"FAAP20.1",5.7706256934541e-27,-0.427418385855517,0.106,0.345,2.11210671006113e-22,"7","FAAP20"
"LAPTM5.1",6.07994046999664e-27,-0.33134532291196,0.685,0.946,2.22531901142347e-22,"7","LAPTM5"
"NDUFB9",6.52179912385663e-27,-0.317708815303268,0.261,0.589,2.38704369732276e-22,"7","NDUFB9"
"PSMA7.3",6.52976884379837e-27,-0.378670905800479,0.268,0.579,2.38996069451864e-22,"7","PSMA7"
"TRAPPC5",6.57122734466186e-27,-0.392702270055775,0.094,0.329,2.40513492041969e-22,"7","TRAPPC5"
"MRPS24",9.12794594945265e-27,-0.387327121434441,0.085,0.314,3.34091949695916e-22,"7","MRPS24"
"MIDN.6",1.21995711094848e-26,-0.436102887356267,0.15,0.411,4.46516502178252e-22,"7","MIDN"
"KMT2A.1",1.66595860342407e-26,0.937852495731418,0.598,0.572,6.09757508439244e-22,"7","KMT2A"
"SMG1.2",1.79417662491375e-26,1.06006346138902,0.43,0.323,6.56686586484682e-22,"7","SMG1"
"NDUFB10.2",2.28423987687918e-26,-0.358629720113406,0.124,0.37,8.36054637336549e-22,"7","NDUFB10"
"FYB1.2",2.87326313505513e-26,0.50085522466706,0.883,0.91,1.05164304006153e-21,"7","FYB1"
"MAZ.1",3.92643798073195e-26,-0.352792547156833,0.153,0.417,1.4371155653277e-21,"7","MAZ"
"ELOC",4.1435362293878e-26,-0.34400705929212,0.08,0.303,1.51657569531823e-21,"7","ELOC"
"MRPL54",4.52290079028299e-26,-0.376471483688952,0.139,0.397,1.65542691825148e-21,"7","MRPL54"
"BCL7C",5.37653014921984e-26,-0.386674079508855,0.089,0.315,1.96786379991595e-21,"7","BCL7C"
"ARHGDIA.1",6.14623279893433e-26,-0.363178268752058,0.225,0.528,2.24958266673795e-21,"7","ARHGDIA"
"CNN2.1",6.21141495292894e-26,-0.362854887870053,0.402,0.733,2.27343998692152e-21,"7","CNN2"
"SPCS1.2",6.86105022797589e-26,-0.3439401263277,0.289,0.607,2.51121299394146e-21,"7","SPCS1"
"MRPL57.1",8.13009894265679e-26,-0.373533315663798,0.108,0.346,2.97569751400181e-21,"7","MRPL57"
"LSM5",8.72091325520901e-26,-0.385731426348484,0.106,0.34,3.19194146053905e-21,"7","LSM5"
"RHOA.3",1.09083013584674e-25,-0.38643626972175,0.43,0.762,3.99254738021266e-21,"7","RHOA"
"FUNDC2.1",1.6602891388153e-25,-0.335603078929385,0.078,0.298,6.07682427697788e-21,"7","FUNDC2"
"MYCBP2.2",1.74234126304897e-25,0.956066037613385,0.533,0.478,6.37714325688554e-21,"7","MYCBP2"
"RPS19BP1",1.76797521975026e-25,-0.335873901643109,0.098,0.327,6.47096610180792e-21,"7","RPS19BP1"
"THAP11",2.08330715300281e-25,-0.369318009955572,0.073,0.287,7.6251125107056e-21,"7","THAP11"
"RBX1.2",2.26236379854791e-25,-0.386311879348635,0.089,0.313,8.2804777390652e-21,"7","RBX1"
"MKLN1",2.30982853287949e-25,0.95685939586097,0.328,0.203,8.45420341319224e-21,"7","MKLN1"
"SNRPD1",3.08857118122459e-25,-0.333873043846189,0.11,0.344,1.13044793804001e-20,"7","SNRPD1"
"ANAPC16.1",3.11765291213993e-25,-0.354631895865786,0.329,0.659,1.14109214237233e-20,"7","ANAPC16"
"RPS10.1",3.43044873551397e-25,-0.374263783795521,0.101,0.329,1.25557854168547e-20,"7","RPS10"
"KRTCAP2.2",3.76258242203101e-25,-0.337011725497873,0.289,0.612,1.37714279228757e-20,"7","KRTCAP2"
"PAIP2",4.15173403588215e-25,-0.340259420440878,0.213,0.503,1.51957617447323e-20,"7","PAIP2"
"GPRIN3.4",4.30274045934641e-25,0.969471923812266,0.373,0.249,1.57484603552538e-20,"7","GPRIN3"
"ACAP1.2",4.49953523366599e-25,0.83584850940181,0.639,0.639,1.64687489087409e-20,"7","ACAP1"
"REX1BD",4.79133592113123e-25,-0.33681221260549,0.253,0.554,1.75367686049324e-20,"7","REX1BD"
"CCDC85B.1",5.12380636627071e-25,-0.371394843493901,0.176,0.443,1.87536436811874e-20,"7","CCDC85B"
"DYNLL1.4",5.4438359433692e-25,-0.491132823653632,0.103,0.323,1.99249839363256e-20,"7","DYNLL1"
"ATP5F1C.1",5.90286935167498e-25,-0.327410328292235,0.167,0.431,2.16050921140656e-20,"7","ATP5F1C"
"ATP5F1B.1",6.97995050826635e-25,-0.351198656035477,0.326,0.65,2.55473168553057e-20,"7","ATP5F1B"
"ACTB.5",7.01306065340613e-25,-0.603303127867033,0.962,0.998,2.56685032975318e-20,"7","ACTB"
"PCSK7.2",7.36299926832596e-25,0.957511151672373,0.399,0.287,2.69493136219999e-20,"7","PCSK7"
"ATF7IP",7.36795912123029e-25,0.929910808266764,0.463,0.375,2.6967467179615e-20,"7","ATF7IP"
"DCTN3.1",7.55612315374333e-25,-0.369405758001939,0.082,0.298,2.7656166355016e-20,"7","DCTN3"
"MRPL34.2",9.01980281021347e-25,-0.384550104845587,0.054,0.252,3.30133802656623e-20,"7","MRPL34"
"VIM.2",1.02826103530172e-24,-0.522978120696858,0.659,0.84,3.76353821530783e-20,"7","VIM"
"POLR2J.1",1.15089300136707e-24,-0.352577298294883,0.103,0.333,4.21238347430363e-20,"7","POLR2J"
"STT3B.4",1.17614026048913e-24,0.865418473109987,0.51,0.436,4.30479096741626e-20,"7","STT3B"
"ZNF428.1",1.35152312890798e-24,-0.291609200128784,0.092,0.316,4.9467098041161e-20,"7","ZNF428"
"C11orf58",1.54003215601307e-24,-0.299429618240537,0.293,0.608,5.63667169422344e-20,"7","C11orf58"
"UBE2S.5",1.54630801115839e-24,-0.361790813384767,0.136,0.376,5.65964195164081e-20,"7","UBE2S"
"CD44.4",1.8375527270792e-24,0.67210559132244,0.747,0.803,6.7256267363826e-20,"7","CD44"
"ESYT2",1.8436261839403e-24,0.884741015280029,0.467,0.377,6.74785619583991e-20,"7","ESYT2"
"SNHG7.2",2.11662168537785e-24,-0.310167814603365,0.206,0.482,7.74704703065148e-20,"7","SNHG7"
"UBE2M.1",2.34674451653573e-24,-0.377260969645609,0.07,0.275,8.58931960497242e-20,"7","UBE2M"
"PSMA2.2",2.43437395307878e-24,-0.331482878712598,0.134,0.376,8.91005210566363e-20,"7","PSMA2"
"SON",2.45559901429247e-24,0.572686782147211,0.826,0.874,8.98773795221185e-20,"7","SON"
"BUD31",2.50431153821668e-24,-0.344656881078565,0.098,0.319,9.16603066102689e-20,"7","BUD31"
"TKT",2.54692762934547e-24,-0.306179442392229,0.138,0.386,9.32200981616735e-20,"7","TKT"
"ETFB.1",2.99162563608093e-24,-0.312155515817649,0.08,0.292,1.09496489906198e-19,"7","ETFB"
"NXT1.1",3.04519204093187e-24,-0.413215355580472,0.051,0.242,1.11457073890147e-19,"7","NXT1"
"NDUFC1.1",3.2178651121272e-24,-0.316037649411208,0.132,0.372,1.17777080968968e-19,"7","NDUFC1"
"DDT",3.23834533231919e-24,-0.355758368772217,0.127,0.365,1.18526677508215e-19,"7","DDT"
"PRKCA.2",3.3752128818078e-24,0.980376030647451,0.402,0.292,1.23536166687047e-19,"7","PRKCA"
"LTB.3",3.50794766995727e-24,-0.351297429924715,0.793,0.962,1.28394392668106e-19,"7","LTB"
"RHOG.3",4.2153947001171e-24,-0.317087118462505,0.2,0.469,1.54287661418986e-19,"7","RHOG"
"EIF3D",6.13185094570379e-24,-0.355437747181699,0.267,0.568,2.24431876463704e-19,"7","EIF3D"
"GTF2A2",6.3073849316504e-24,-0.314699628963111,0.098,0.315,2.30856595883336e-19,"7","GTF2A2"
"SUB1",6.66432507149424e-24,-0.346687892583309,0.366,0.693,2.43920961941761e-19,"7","SUB1"
"APH1A",7.59268838216383e-24,-0.257613054610382,0.172,0.441,2.77899987475578e-19,"7","APH1A"
"SBDS.4",7.76481092202113e-24,-0.350457071592184,0.286,0.583,2.84199844556895e-19,"7","SBDS"
"NDUFB1.1",7.842855785662e-24,-0.335302106698137,0.12,0.351,2.87056364611015e-19,"7","NDUFB1"
"NPIPB5.1",8.12650734321988e-24,0.855151424395034,0.244,0.127,2.97438295269191e-19,"7","NPIPB5"
"GADD45GIP1",9.01595883214892e-24,-0.352950392144744,0.096,0.312,3.29993109215482e-19,"7","GADD45GIP1"
"ANK3.2",9.43564712310027e-24,0.927755934544671,0.286,0.164,3.45354120352593e-19,"7","ANK3"
"LITAF.2",9.63100997362696e-24,-0.374847159256307,0.216,0.492,3.5250459604472e-19,"7","LITAF"
"NDUFA6.1",9.91882467753703e-24,-0.339458262717404,0.096,0.316,3.63038902022533e-19,"7","NDUFA6"
"NSF",1.1203607516019e-23,0.804794705877441,0.291,0.17,4.10063238693812e-19,"7","NSF"
"PSMC5.1",1.12477032665248e-23,-0.292609388907262,0.153,0.405,4.11677187258073e-19,"7","PSMC5"
"SESN3.4",1.25837144594645e-23,1.07923310872358,0.427,0.321,4.60576532930862e-19,"7","SESN3"
"VAMP5",1.33158645894262e-23,-0.41327341521792,0.051,0.238,4.8737395983759e-19,"7","VAMP5"
"CHRM3-AS2.4",1.52045147697071e-23,0.934171683668103,0.458,0.361,5.56500445086048e-19,"7","CHRM3-AS2"
"CDK2AP2.3",1.57111312785374e-23,-0.418248419479535,0.059,0.252,5.75043115925746e-19,"7","CDK2AP2"
"FNDC3A",1.61301901892349e-23,0.819520802631561,0.286,0.164,5.90381091116188e-19,"7","FNDC3A"
"ISG15.1",1.698161822468e-23,-0.419205577163109,0.047,0.232,6.21544208641512e-19,"7","ISG15"
"SF3B6",2.38092460869213e-23,-0.312817113274192,0.145,0.388,8.71442216027406e-19,"7","SF3B6"
"EPB41L4A-AS1.2",2.4623127317894e-23,-0.351905211319418,0.115,0.341,9.01231082962239e-19,"7","EPB41L4A-AS1"
"SYNE1.2",2.74449333600483e-23,0.935381320100343,0.401,0.294,1.00451200591113e-18,"7","SYNE1"
"LCP1.4",3.90826427498155e-23,0.869723640368888,0.629,0.611,1.430463807286e-18,"7","LCP1"
"ERGIC3.1",4.0141117437438e-23,-0.302635456523893,0.153,0.402,1.46920503932767e-18,"7","ERGIC3"
"CNBP",4.43430588916682e-23,-0.338342108481643,0.495,0.828,1.62300029849395e-18,"7","CNBP"
"RAB5C.1",4.90168260924851e-23,-0.308272093535089,0.113,0.339,1.79406485181105e-18,"7","RAB5C"
"GHITM.1",5.8558086639261e-23,-0.272738065991014,0.143,0.386,2.14328452908359e-18,"7","GHITM"
"LAMTOR1.1",6.10693328610538e-23,-0.264129326870474,0.113,0.336,2.23519865204743e-18,"7","LAMTOR1"
"RASA2.2",6.21436561990958e-23,0.892519167978856,0.51,0.448,2.2745199605431e-18,"7","RASA2"
"MRPL41.1",6.72239457671488e-23,-0.307613012554687,0.091,0.3,2.46046363902341e-18,"7","MRPL41"
"CCDC59.3",7.26721456149065e-23,-0.356888614051819,0.145,0.382,2.65987320165119e-18,"7","CCDC59"
"TBCC.4",7.32561833471222e-23,-0.373649882315811,0.125,0.35,2.68124956668802e-18,"7","TBCC"
"ISG20.5",9.63952397181426e-23,-0.382604607140731,0.228,0.503,3.52816216892374e-18,"7","ISG20"
"PYURF",1.16451424748278e-22,-0.289905095031045,0.131,0.368,4.26223859721172e-18,"7","PYURF"
"AP2M1.1",1.24913243296745e-22,-0.30833571281271,0.148,0.387,4.57194961790418e-18,"7","AP2M1"
"TMEM161B-AS1",1.33914030962038e-22,0.882749687149498,0.221,0.111,4.90138744724154e-18,"7","TMEM161B-AS1"
"SNRPC.1",1.37088263720267e-22,-0.300081147074042,0.08,0.284,5.01756754042551e-18,"7","SNRPC"
"TRAPPC1.2",1.44032694059256e-22,-0.323582267599052,0.172,0.421,5.27174063526283e-18,"7","TRAPPC1"
"POLR1D",1.57421640165712e-22,-0.319063679282052,0.277,0.582,5.76178945170523e-18,"7","POLR1D"
"SYNE2.5",1.67194414360959e-22,1.32863951216135,0.455,0.366,6.11948276002545e-18,"7","SYNE2"
"ATP5PB.2",1.92820629479405e-22,-0.308430453110576,0.2,0.468,7.0574278595757e-18,"7","ATP5PB"
"POLR2K.1",1.97120578418773e-22,-0.331602094763569,0.056,0.24,7.21481029070551e-18,"7","POLR2K"
"CALM2.2",2.40879588957945e-22,-0.323820001342251,0.397,0.719,8.81643383544974e-18,"7","CALM2"
"LAMTOR5.1",2.45640747929983e-22,-0.289834640371239,0.087,0.291,8.9906970149853e-18,"7","LAMTOR5"
"NAP1L1",2.62928759874302e-22,-0.282284027351219,0.368,0.697,9.62345554015933e-18,"7","NAP1L1"
"RBM25",2.79762121759432e-22,0.808043921363721,0.589,0.586,1.0239573418517e-17,"7","RBM25"
"RPS10-NUDT3",2.82616658086842e-22,-0.344241455406523,0.106,0.317,1.03440523026365e-17,"7","RPS10-NUDT3"
"ATP2B4.2",3.10668840824329e-22,0.815645899012306,0.254,0.139,1.13707902430113e-17,"7","ATP2B4"
"PLP2.4",3.45699606934413e-22,-0.339161550155386,0.152,0.383,1.26529513134065e-17,"7","PLP2"
"SERTAD1.3",3.46464765881649e-22,-0.360543016372514,0.08,0.275,1.26809568960342e-17,"7","SERTAD1"
"PTP4A2.2",4.54050863588472e-22,-0.275613856756585,0.301,0.615,1.66187156582017e-17,"7","PTP4A2"
"PSMB6.2",5.1760844986704e-22,-0.298047032225988,0.115,0.334,1.89449868735835e-17,"7","PSMB6"
"ARF5.2",6.40005808723628e-22,-0.325867785313648,0.195,0.455,2.34248526050935e-17,"7","ARF5"
"SET.2",8.62988060397698e-22,-0.281362508872108,0.368,0.686,3.15862259986162e-17,"7","SET"
"TXN.2",8.79451213547257e-22,-0.352904358814478,0.061,0.246,3.21887938670431e-17,"7","TXN"
"ARIH1",9.5698784370413e-22,0.932439639947938,0.451,0.377,3.50267120674149e-17,"7","ARIH1"
"DPYD",9.99634495830658e-22,0.902819194284457,0.39,0.29,3.65876221818979e-17,"7","DPYD"
"CIRBP.2",1.14947553602294e-21,-0.346256103674093,0.638,0.917,4.20719540939757e-17,"7","CIRBP"
"GRAP2.2",1.15668278418062e-21,0.939598477102673,0.361,0.251,4.23357465837948e-17,"7","GRAP2"
"CHCHD10.1",1.15737744346175e-21,-0.286311391249581,0.131,0.351,4.23611718081436e-17,"7","CHCHD10"
"SUMO3",1.40856553116834e-21,-0.334117999973859,0.084,0.28,5.15549070062925e-17,"7","SUMO3"
"DDX39B.1",1.44349527240978e-21,0.835618107453639,0.564,0.554,5.28333704654702e-17,"7","DDX39B"
"DNPH1.3",1.44531803314157e-21,-0.340700078377964,0.078,0.275,5.29000853310146e-17,"7","DNPH1"
"ATP5F1A.1",1.46110764544805e-21,-0.317718841303758,0.274,0.562,5.34780009310441e-17,"7","ATP5F1A"
"NUP210.2",1.51124601472663e-21,0.859912839800709,0.418,0.327,5.53131153850095e-17,"7","NUP210"
"AKAP13.3",1.64662130394743e-21,0.820548156164135,0.564,0.524,6.026798634578e-17,"7","AKAP13"
"MDM4",1.67573225257353e-21,0.841902579734039,0.427,0.334,6.13334761764438e-17,"7","MDM4"
"AP2S1.1",2.05140184356215e-21,-0.305710210205798,0.059,0.242,7.50833588762183e-17,"7","AP2S1"
"GADD45A.4",2.4546782695954e-21,-0.459038340051716,0.049,0.22,8.98436793454611e-17,"7","GADD45A"
"INPP4A.2",2.76474534457905e-21,0.914681862521906,0.343,0.233,1.01192444356938e-16,"7","INPP4A"
"MPC2",2.89467423814208e-21,-0.274672659964616,0.103,0.312,1.05947971790238e-16,"7","MPC2"
"ZRANB2",3.00113212846877e-21,0.812850892472388,0.502,0.438,1.09844437034085e-16,"7","ZRANB2"
"EIF3M",3.40545523137573e-21,-0.318548649194658,0.284,0.571,1.24643066923583e-16,"7","EIF3M"
"MON2",3.64946807441681e-21,0.89367582776031,0.31,0.2,1.3357418099173e-16,"7","MON2"
"NENF",3.79894870107644e-21,-0.301498729765813,0.08,0.275,1.39045321408099e-16,"7","NENF"
"ID2.5",3.95331608761219e-21,-0.402560307630885,0.105,0.303,1.44695322122694e-16,"7","ID2"
"UTRN.1",4.10207235336111e-21,0.957374030158794,0.443,0.36,1.5013995020537e-16,"7","UTRN"
"BRI3",4.24736684467736e-21,-0.252788386673176,0.101,0.307,1.55457873882036e-16,"7","BRI3"
"ARL4A.6",4.76091562715816e-21,-0.456546265223127,0.08,0.267,1.74254272869616e-16,"7","ARL4A"
"SLC5A3",5.02234437613424e-21,0.704431245821192,0.178,0.08,1.83822826510889e-16,"7","SLC5A3"
"LCP2.3",5.27295826367219e-21,0.667548832089204,0.659,0.672,1.92995545408666e-16,"7","LCP2"
"RANBP2",5.63438263300243e-21,0.895028320163921,0.443,0.364,2.06224038750522e-16,"7","RANBP2"
"FOSB.7",5.79547937715272e-21,-0.362316953194883,0.422,0.703,2.12120340683167e-16,"7","FOSB"
"NDUFAB1.3",7.17043782170666e-21,-0.272853346465916,0.073,0.263,2.62445194712285e-16,"7","NDUFAB1"
"SFI1",7.7566695573292e-21,0.815911269454247,0.373,0.268,2.83901862467806e-16,"7","SFI1"
"RASAL3.2",7.93732992289644e-21,0.81524273817086,0.476,0.409,2.90514212507933e-16,"7","RASAL3"
"PTGER4.4",8.05445639082763e-21,-0.391588360726077,0.352,0.622,2.94801158360682e-16,"7","PTGER4"
"ZBTB20",8.17949319228135e-21,0.916540399536496,0.368,0.266,2.9937763033069e-16,"7","ZBTB20"
"ST8SIA4.2",8.20753420629513e-21,0.895771366691283,0.272,0.161,3.00403959484608e-16,"7","ST8SIA4"
"ARRDC2.4",8.95656793742901e-21,-0.389512214250464,0.192,0.431,3.27819343077839e-16,"7","ARRDC2"
"CLTB.1",9.11948190644992e-21,-0.250080331366041,0.098,0.297,3.33782157257973e-16,"7","CLTB"
"NUTF2.1",1.16621623903239e-20,-0.271529461659223,0.089,0.284,4.26846805648247e-16,"7","NUTF2"
"CCNG1",1.18335133974054e-20,-0.290722298242382,0.11,0.315,4.33118423858435e-16,"7","CCNG1"
"ARFGEF1",1.34502106485228e-20,0.862995939384402,0.348,0.244,4.92291159946584e-16,"7","ARFGEF1"
"PRDX1.4",2.00829525570731e-20,-0.325709409209823,0.127,0.341,7.35056146541434e-16,"7","PRDX1"
"CMPK1",2.02741329928051e-20,-0.28866452096008,0.228,0.499,7.42053541669661e-16,"7","CMPK1"
"TNRC6B",2.35584577091676e-20,0.868833183153406,0.524,0.486,8.62263110613244e-16,"7","TNRC6B"
"DYNLRB1.2",2.3681329578494e-20,-0.306504182312836,0.111,0.315,8.6676034390246e-16,"7","DYNLRB1"
"NABP1.2",2.57062315583044e-20,0.732067133503879,0.211,0.107,9.40873781265499e-16,"7","NABP1"
